Plot,TreeID,TreeID_new,Species,Sector ,DBH_u_92,DBH_u_94,DBH_u_97,FOUND_09,Tag_hgt,DBH_Tag_Hgt_09,DBH_BH_09,DBH_Corr_Factor,DBH_c_92_live,DBH_c_94_live,DBH_c_97_live,DBH_09_live,DBH_19_live,DBH_92_dead,DBH_94_dead,DBH_97_dead,DBH_09_dead,DBH_19_dead,,HGT_92,HGT_94,HGT_97,HGT_19,COMMENTS_1992,COMMENTS_1994,COMMENTS_1997,COMMENTS_2009,COMMENTS_2019_May,COMMENTS_2019_Oct,Comments_2020_data,Conk,Blind_Conk,Scar,Fork_Crook,Frost_Crack,Mistletoe,R_Branch,DB_Top,Crown_Class,L_Crown
10,955,,Bl,1,19.4,20.3,20.4,Y,1.21,22,21.9,0.995454545,19.31181818,20.20772727,20.30727273,21.9,23.3,,,,,,,,,,19.1,,,,Live with conk,,conk in 1,,1,,,,,,,,2,6
10,957,,Bl,1,8.2,8.3,8.6,Y,1.1,10.1,9.9,0.98019802,8.037623762,8.135643564,8.42970297,9.9,11.2,,,,,,,,,,8.3,,,,Live,,,,,,,,,,,,4,8
10,958,407,Bl,1,16.6,17,17.7,Y,1.15,20.3,20.3,1,16.6,17,17.7,20.3,21.7,,,,,,,,,,18.6,,Cankers,Canker at base,Live,,,,,,,,,,,,3,8
10,959,320,Sx,1,34.1,34.2,35.3,Y,1.3,38.5,38.5,1,34.1,34.2,35.3,38.5,41.9,,,,,,,,,,27.5,,,,Live,,,,,,,,,,,,2,6
10,961,,Bl,1,13.4,13.8,13.9,Y,1.3,15,15,1,13.4,13.8,13.9,15,15,,,,,,,,,,,,,,Live,,,,,,,,,,,,3,6
10,962,325,Bl,1,19.8,20.7,21.9,Y,1.13,26.5,26.3,0.99245283,19.65056604,20.54377358,21.73471698,26.3,30.4,,,,,,,,,,22.9,,,,Live,,,,,,,,,,,,2,8
10,963,322,Bl,1,21.9,23,24,Y,1.21,27.3,27.4,1.003663004,21.98021978,23.08424908,24.08791209,27.4,30.4,,,,,,,,,,19.8,,,scar at base,Live,,,,,,,,,,,,2,9
10,964,,Sx,2,5.2,6,6.9,Y,1.3,9.6,9.6,1,,,,9.6,12,,,,,,,4.2,4.6,5.3,,Natural,,in clump of adv. regen,Live,,,,,,,3,,,,,4,9
10,965,,Bl,2,4.2,4.9,5.6,Y,1.36,8.8,9,1.022727273,,,,9,10.8,,,,,,,,,,11.5,,,,Live,,,,,,,,,,,,4,9
10,967,408,Sx,2,4.8,5.1,5.6,Y,1.3,7.2,7.2,1,,,,,9,,,,,,,,,,,,,,Live,,,,,,,,,,,,4,8
10,968,321,Sx,2,6.1,7,7.8,Y,1.3,11.3,11.3,1,,,7.8,11.3,14.8,,,,,,,4.6,5.18,6,,,,,Live,,,,,,,,,,,,4,8
10,969,323,Sx,2,4.6,5,5.7,Y,1.3,8,8,1,,,,8,10.8,,,,,,,3.8,4.17,4.7,10.2,,,,Live,,,,,,,3,,,,,4,8
10,970,,Bl,2,8.5,8.5,9,Y,1.14,9.9,9.9,1,8.5,8.5,9,9.9,11.4,,,,,,,,,,9.1,,,Dbh at 1.1m,Live,,,,,,,,,,,,4,7
10,971,324,Bl,2,11,11.5,12,Y,1.12,13.4,13.4,1,11,11.5,12,13.4,14,,,,,,,,,,,,,,Live with snapped top,,,,,,,,,,,2,3,7
10,972,,Bl,2,14.6,14.7,15.1,Y,1.15,16.3,16.4,1.006134969,14.68957055,14.79018405,15.19263804,16.4,16.8,,,,,,,,,,,,,,Live,,,,1,,,,,,,,3,6
10,974,409,Sx,2,42.3,43.4,45.5,Y,1.14,50.5,50.8,1.005940594,42.55128713,43.65782178,45.77029703,50.8,,,,,,48.4,,26,26.9,27.3,27.9,,,,Live,,"IBS - grey attack, bark falling off - smaller dbh",,,,,,,,,,3,7
10,976,410,Bl,2,14.7,16.4,16.6,Y,1.19,19.1,19.1,1,14.7,16.4,16.6,19.1,21.1,,,,,,,,,,15.5,,,Dbh at 1.1m,Live,,,,,,,,1,,,,3,9
10,978,373,Bl,2,14.1,14.6,15.4,Y,1.1,18,17.7,0.983333333,13.865,14.35666667,15.14333333,17.7,20,,,,,,,,,,17.9,,,,Live,,,,,,,,,,,,3,6
10,602,,Bl,3,4.4,4.6,5.7,Y,1.13,8.3,7.8,0.939759036,,,,7.8,11.2,,,,,,,,,,,Natural; Snowpress,,,Live,,,,,,,,,,,,4,5
10,604,387,Bl,3,20.9,25.6,26.6,Y,1.12,29.5,29.2,0.989830508,20.68745763,25.33966102,26.32949153,29.2,30.4,,,,,,,18.6,19.6,20.5,23.1,,,,Live,,,,,,,,,,,,2,6
10,605,,Bl,3,13,13,13.3,Y,1.06,13.4,13.3,0.992537313,12.90298507,12.90298507,13.20074627,13.3,13.3,,,,,,,,,,,,,"broken top, no limbs on north side",Live with snapped top,,"moribund, broken top",,,,1,,,,,3,3,5
10,606,377,Bl,3,20.5,21,21.7,Y,1.03,24,23.5,0.979166667,20.07291667,20.5625,21.24791667,23.5,25.3,,,,,,,,,,,,,Dbh at 1.1m,Live,,,,,,,1,,,,,2,6
10,607,,Bl,3,11.4,10.9,11.5,Y,1.21,14,14,1,11.4,10.9,11.5,14,16.4,,,,,,,,,,,,,,Live,,,,,,,1,,,,,3,5
10,610,,Bl,3,8.6,8.9,9.2,Y,1.1,9.6,9.5,0.989583333,8.510416667,8.807291667,9.104166667,9.5,10.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,4,5
10,611,,Bl,3,12.8,13.2,13.7,Y,1.11,15.1,15.1,1,12.8,13.2,13.7,15.1,15.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,3,6
10,613,,Bl,3,7.9,8,8.4,Y,1.3,10.4,10.4,1,7.9,8,8.4,10.4,12,,,,,,,,,,9.6,,,,Live,,,,,,,,,,,,4,5
10,617,,Bl,3,27.4,27.8,28.6,Y,1.05,30.5,29.7,0.973770492,26.68131148,27.07081967,27.84983607,29.7,31.5,,,,,,,,,,25.6,LS,,,Live,scar in 1,,,,,1,,,,,,2,7
10,619,375,Bl,3,17.2,17.9,18.9,Y,1.15,21.6,21.6,1,17.2,17.9,18.9,21.6,33.2,,,,,,,14.7,15.6,16.2,16.5,,,Dbh at 1.0m,Live,,"fork in 3, multiple leaders",,,,,,,,,,2,7
10,620,,Bl,3,4.3,4.9,5.5,Y,1.09,7.5,7.3,0.973333333,,,,,8.6,,,,,,,,,,5.3,Snowpress,,DBH 1.1m,Live,,,,,,,,,,,,4,6
10,621,,Bl,3,5.9,6.6,7,Y,1.17,9.2,8.6,0.934782609,,,,8.6,10.5,,,,,,,,,,,Snowpress,,,Live,,,,,,,,,,,,4,5
10,622,411,Bl,3,7.1,7.9,9,Y,1.3,13.5,13.5,1,,7.9,9,13.5,17.8,,,,,,,5.1,5.57,6.4,,,,,Live,,,,,,,,,,,,4,8
10,54,,Bl,3,,5.9,,N,,,,,,,,,9.8,,,,,,,,,6.3,8.1,,Missed tree - Marked with orange ribbon,,Missing,found; painted 628 on tree (not actually #628),,,,,,,,,,,4,
10,623,413,Bl,4,17.9,18.9,20.5,Y,1.17,24.8,24.8,1,17.9,18.9,20.5,24.8,28.5,,,,,,,,,,21.6,Natural,,,Live,,,,,,,,,,,,2,7
10,624,,Bl,4,8.8,7.2,7.6,Y,1.17,8.5,8.3,0.976470588,8.592941176,7.030588235,7.421176471,8.3,8.7,,,,,,,,,,,,,,Live,,,DBH MEASUREMENTS CONFIRMED FOR ALL YEARS,,,,,,,,,4,9
10,625,412,Bl,4,8.9,10,10.9,Y,1.19,13.5,13.5,1,8.9,10,10.9,13.5,17.5,,,,,,,,,,,,,DBh at 1.1m ,Live,,,,,,,,,,,,4,8
10,626,,Sx,4,38.8,41,40.4,Y,,,,,38.8,41,40.4,,,,,,40.4,,,,,,,,,Dbh at 1.1m,Dead snag - woodpecker holes at base,dead snag,,,,,,,,,,,2,7
10,627,372,Bl,4,12.4,13,13.5,Y,1.14,16,16,1,12.4,13,13.5,16,18.7,,,,,18.7,,,,,,,,Dbh at 1.1m,Live,dead snag,,,,,,,,,,,3,9
10,628,,Bl,4,5.3,5.2,5.4,Y,1.3,8.2,8.2,1,,,,8.2,,,,,,8.2,,,,,,,,,Live,actual tree dead (silver tag),,,,,,2,,,,,4,4
10,629,,Sx,4,31.2,32,32.6,Y,0.95,35,33.2,0.948571429,29.59542857,30.35428571,30.92342857,33.2,34.3,,,,,,,,,,7.3,,,,Live with crooked top,IBS,,,,,,3,,,,,2,7
10,630,,Bl,4,8.3,9,8.9,Y,0.98,11.2,9.8,0.875,,7.875,7.7875,9.8,11.5,,,,,,,,,,,,On bdy 3 - 4,DBh at 1.4,Live,,,,,,,5,,,,,4,7
10,631,,Bl,,,,,,,,,,,,,,7.7,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,
10,632,381,Sx,4,13.1,13.5,14.4,Y,1.13,17.5,17.4,0.994285714,13.02514286,13.42285714,14.31771429,17.4,20.1,,,,,,,9.4,10.2,10.7,13.3,,,,Live,,,,,,,,,,,,3,8
10,40,,Bl,2,,,6.4,Y,1.3,8.1,8.1,1,,,,8.1,9.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,42,,Bl,2,,,4.9,Y,1.38,7.2,7.3,1.013888889,,,,,,,,,,8.3,,,,,,,,,Live,dead,,,,,,,,,,,,
10,46,,Sx,2,,,4.9,Y,1.4,6.3,6.4,1.015873016,,,,,8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,48,,Bl,2,,,5.9,Y,1.49,8.6,8.6,1,,,,8.6,11.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,49,,Sx,2,,,4.6,Y,1.3,6.7,6.7,1,,,,,7.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,50,,Bl,2,,,5.2,Y,1.23,8.5,8.4,0.988235294,,,,8.4,12,,,,,,,,,,11.5,,,,Live,,,,,,,,,,,,,
10,51,,Sx,2,,,5.1,Y,1.3,7.6,7.6,1,,,,7.6,11.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,52,,Bl,3,,,5.4,Y,1.36,6.8,6.8,1,,,,,7.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
10,43,,Sx,2,,,,Y,1.38,7.3,7.3,1,,,,,10,,,,,,,,,,10.9,,,,Live,,,,,,,,,,,,,
10,New,,Bl,3,,,,,,,18.8,,,,,18.8,,,,,,,,,,,,,,,Possibly missed tree? (right on boundary),,,,,,,,,,,,,
11,980,351,Bl,1,11.3,12.2,13.2,Y,1.22,17.2,17.1,0.994186047,11.23430233,12.12906977,13.12325581,17.1,20,,,,,,,9.3,11.8,12,16.8,,,,Live,,,,,,,,,,,,,8
11,981,N/A,Bl,1,11,11.4,11.9,Y,1.3,13.6,13.6,1,11,11.4,11.9,13.6,15.3,,,,,,,,,,,Spike3,,,Live,,,,,,,,,,,,,7
11,984,342,Bl,1,18.5,19,19.9,Y,1.12,22.9,22.4,0.978165939,18.09606987,18.58515284,19.46550218,22.4,24,,,,,,,,,,16.6,,,,Live,,fork in 3,,,,1,,,,,,,7
11,986,336,Bl,1,11.8,12.6,13.3,Y,1.2,15.5,15.4,0.993548387,11.72387097,12.51870968,13.21419355,15.4,16.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,8
11,988,N/A,Bl,1,8.2,8.8,9.2,Y,1.2,10.8,10.9,1.009259259,8.275925926,8.881481481,9.285185185,10.9,12.1,,,,,,,,,,12.7,,,,Live,,,,,,,,,,,,,7
11,990,337,Bl,1,12.7,13.5,14.3,Y,1.22,17.8,17.3,0.971910112,12.34325843,13.12078652,13.89831461,17.3,19.4,,,,,,,,,,16,,,,Live,,,,,,,,,,,,,9
11,991,N/A,Bl,1,15.1,15.8,,Y,1.18,19.2,18.8,0.979166667,14.78541667,15.47083333,,18.8,19.4,,,,,,,,,,,,,Leaner at 45 - windthrow,"Still alive, large gash","still alive, large gash",,,,,,,,,,,,8
11,992,344,Bl,1,12.1,12.6,13,Y,1.24,15.3,15.3,1,12.1,12.6,13,15.3,17.3,,,,,,,,,,,,,,Live,,,,,,,,,,,3,,7
11,994,354,Sx,1,27.5,29,31,Y,1.14,36.1,35,0.969529086,26.66204986,28.11634349,30.05540166,35,38.3,,,,,,,20.4,21.6,21.6,23.6,,,,Live,,,,,,,,,,,,,8
11,995,N/A,Sx,1,9.7,10.3,10.7,Y,1.3,11.8,11.8,1,9.7,10.3,10.7,11.8,12.7,,,,,,,7.7,7.8,8.1,,,,,Live,,,,,,,,,,,,,6
11,997,N/A,Bl,1,9.1,9.4,10,Y,1.24,11.4,11.3,0.99122807,9.020175439,9.31754386,9.912280702,11.3,11.6,,,,,,,,,,11,,,,Live,,,,,,,,,,,,,7
11,1000,339,Sx,1,14.3,15.8,17.6,Y,1.18,23.2,23.2,1,14.3,15.8,17.6,23.2,26.5,,,,,,,,,,19.9,,,Bent top,Live,,,,,,,,,,,,,8
11,1,N/A,Bl,1,7.9,8.3,8.8,Y,1.3,11.3,11.3,1,7.9,8.3,8.8,11.3,13.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,8
11,3,345,Bl,2,7.6,8.3,8.9,Y,1.15,11.4,11.3,0.99122807,7.533333333,8.227192982,8.821929825,11.3,12.9,,,,,,,7,7.4,7.7,,Natrual; AB,,,Live,,,,,,,,,,,,,6
11,6,355,Bl,2,12.3,12.8,13.7,Y,1.3,17,17,1,12.3,12.8,13.7,17,19.4,,,,,,,,,,17.7,,,,Live,,,,,,1,,,,,,,7
11,7,N/A,Bl,2,13.1,13.4,15.1,Y,1.23,15.5,15.5,1,13.1,13.4,15.1,15.5,16.4,,,,,,,,,,,spike1,,,Live,scar in 1,,,,,1,,,,,,,4
11,8,N/A,Bl,2,8.4,9.1,9.4,Y,1.16,10.9,11.3,1.036697248,8.708256881,9.433944954,9.744954128,11.3,12.3,,,,,,,,,,,spike1,,,Live,,,,,,,,,,,,,6
11,10,330,Bl,2,15,16.5,18.1,Y,1.02,23.4,23,0.982905983,14.74358974,16.21794872,17.79059829,23,26.6,,,,,,,,,,20.3,,,,Live,,,,,,,,,,,,,7
11,11,331,Sx,2,27.8,29.3,31.3,Y,1.17,36.7,36.2,0.986376022,27.42125341,28.90081744,30.87356948,36.2,40,,,,,,,20,21.7,,22.4,,,,Live,,,,,,,,,,,,,7
11,15,347,Bl,2,20.6,22.1,23.5,Y,1.3,27.6,27.6,1,20.6,22.1,23.5,27.6,30.2,,,,,,,14.7,15.9,,19.5,LS,,,Live,,,,,,,,,,,,,7
11,16,N/A,Bl,2,4.8,5.3,6.2,Y,1.4,8.8,8.9,1.011363636,,,,8.9,11.5,,,,,,,,,,,,,,Live,,,,,,,3,,,,,,8
11,18,329,Bl,2,5.4,5.8,6.7,Y,1.45,9.9,10,1.01010101,,,,10,13.1,,,,,,,,,,12.7,Snowpress,,,Live,,,,,,,,,,,,,6
11,19,346,Bl,2,8.3,9,10.2,Y,1.3,14.7,14.7,1,8.3,9,10.2,14.7,19.3,,,,,,,,,,,Natural,,,Live,,,,,,,,,,,,,8
11,20,N/A,Bl,2,8.6,8.7,9.9,Y,1.24,13.2,13.2,1,8.6,8.7,9.9,13.2,15.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
11,5,332,Bl,2,13.3,13.8,14.3,Y,1.09,18.2,18,0.989010989,13.15384615,13.64835165,14.14285714,18,21,,,,,,,,,,19,,Marked to cut but not felled,not Felled (cut),Live,,,NO DATA AVAILABLE FOR 1992/1994 (SG). DBH value for periods estimated from later measurement values. (MJ),,,,,,,,,,
11,634,348,Bl,3,9.1,10,10.7,Y,1,12.9,13.1,1.015503876,9.241085271,10.15503876,10.86589147,13.1,14.5,,,,,,,,,,,natural,,,Live,,,,,,,,,,,,,7
11,636,,Bl,3,6.9,7.6,8.7,Y,1.16,12.6,12.4,0.984126984,,7.479365079,8.561904762,12.4,13.8,,,,,13.8,,,,,,,,,Live,,standing dead,,,,,,,,,,,7
11,639,N/A,Bl,3,5.5,5.9,6.7,Y,1.39,9.5,9.2,0.968421053,,,,9.2,10.6,,,,,,,,,,10,Spike5,,,Live,,,,,,,,,,,,,6
11,645,334,Sx,3,4,4.9,5.7,Y,0.99,9.4,8.8,0.936170213,,,,8.8,12.3,,,,,,,,,,12,,,,Live,,,,,,,,,,,,,8
11,646,433,Bl,3,10.6,11.8,13.4,Y,1.09,17.7,17.3,0.97740113,10.36045198,11.53333333,13.09717514,17.3,20.4,,,,,,,6.6,8.7,9.6,15,,,,Live,,,,,,,,,,,,,8
11,647,434,Bl,3,9.5,10.1,11.4,Y,1.15,14.5,14.3,0.986206897,9.368965517,9.960689655,11.24275862,14.3,15.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
11,648,349,Bl,3,8,8.4,9,Y,1.1,11.5,11.4,0.991304348,7.930434783,8.326956522,8.92173913,11.4,13.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,5
11,651,350,Bl,3,6.9,7.8,8.2,Y,1.21,11.4,11.4,1,,7.8,8.2,11.4,14.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,6
11,653,N/A,Bl,3,10.2,10.9,11.4,Y,1.16,14.2,13.9,0.978873239,9.984507042,10.66971831,11.15915493,13.9,15,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
11,655,N/A,Sx,3,14.6,15.1,6.8,Y,1.21,20,20,1,14.6,15.1,6.8,20,22.2,,,,,,,,,,18,,,,Live,,,,,,,3,,,,,,6
11,656,N/A,Bl,3,5.8,6.1,5.5,Y,1.3,9.1,9.1,1,,,,9.1,10.7,,,,,,,,,,,Lean,,,Live,,,,,,,,,,,,,6
11,657,N/A,Bl,3,4.9,5.3,8.5,Y,1.3,6.1,6.1,1,,,8.5,6.1,6.3,,,,,,,,,,,Lean,,,Live,,,,,,,,,,,,,6
11,658,353,Bl,3,6.9,7.6,5.4,Y,1.2,12,11.9,0.991666667,,7.536666667,5.355,11.9,13.9,,,,,,,4.3,6.9,7.6,,,,,Live,,,,,,,,,,,,,8
11,659,N/A,Bl,3,5.1,5.2,9,Y,1.16,5.9,5.7,0.966101695,,,8.694915254,5.7,5.7,,,,,,,,,,,,,,Live - very suppressed,,moribund,,,,,,,,,,,5
11,660,N/A,Bl,3,7.8,8.5,9.4,Y,1.23,10.9,10.8,0.990825688,7.728440367,8.422018349,9.313761468,10.8,11.4,,,,,,,,,,,Lean,,,Live,,,,,,,,,,,,,7
11,662,343,Bl,3,7.9,8.5,9.6,Y,1.2,13.6,13.7,1.007352941,7.958088235,8.5625,9.670588235,13.7,16.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
11,663,N/A,Bl,3,8.7,9,9.6,Y,1.15,11.6,11.5,0.99137931,8.625,8.922413793,9.517241379,11.5,12.7,,,,,,,,,,9.3,,,,Live,,,,,,,,,,,,,8
11,665,338,Bl,3,6.9,7.3,8.1,Y,1.14,11.8,11.7,0.991525424,,,8.031355932,11.7,15.8,,,,,,,,,,14.2,Lean,,,Live,,,,,,,5,,,,,,7
11,666,352,Bl,3,13,13.8,15,Y,1.22,18.9,18.7,0.989417989,12.86243386,13.65396825,14.84126984,18.7,20.5,,,,,,,,,,15.2,,,,Live - outside boundary,,,,,,,,,,,,,8
11,669,N/A,Bl,4,29.5,29.9,,Y,,,,,29.5,29.9,,,,,,29.9,,,,24.8,23.8,,,Spike2,DBH 17 cm above nail (Bl and Ep grew together),Dead,Dead,Dead (2009),dead standing,,1,,,2,,,,,,5
11,678,N/A,Bl,4,5.5,7,7.6,Y,1.24,10.1,10.1,1,,,7.6,10.1,11.3,,,,,,,,,,,lean; LS,,,Live,,,,,,,3,,,,,,4
11,679,356,Sx,4,40,40.1,41.3,Y,1.12,43.9,42.7,0.972665148,38.90660592,39.00387244,40.17107062,42.7,43.9,,,,,,,28.6,28.1,28.1,28.6,,,,Live,,,,,,,,,,,,,7
11,680,340,Bl,4,12.1,12.8,13.3,Y,1.08,16.2,16.1,0.99382716,12.02530864,12.72098765,13.21790123,16.1,18.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
11,681,N/A,Bl,4,6.2,6.5,6.9,Y,1.17,8,7.7,0.9625,,,,7.7,8.8,,,,,,,,,,7.6,,,,Live,,,,,,,3,,,,,,7
11,682,N/A,Bl,4,7.3,7.5,7.8,Y,1.3,8.5,8.5,1,,7.5,7.8,8.5,9,,,,,,,,,,,,,,Live - branches red tipped,,,,,,,,,,,,,6
11,684,N/A,Bl,4,8.7,8,8.1,Y,1.23,9.2,9.1,0.989130435,8.605434783,7.913043478,8.011956522,9.1,9.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,5
11,685,,Bl,4,12.2,12.8,12.8,Y,,,,,12.2,12.8,12.8,,,,,,12.8,,,,,,,AB,,,Dead - windthrown,Dead (2009),,,,,,,,,,,,8
11,687,432,Bl,4,9.2,9.7,12.2,Y,1.15,12.8,12.5,0.9765625,8.984375,9.47265625,11.9140625,12.5,14.8,,,,,,,,,,,,,,Live,,,,,,,2,,,,,,7
11,New,,Bl,2,,,,,,,26.5,,,,,26.5,,,,,,,,,,,,,,,Should have been included within plot boundary,,,,,,,,,,,,,
11,New,,Bl,2,,,,,,,14.3,,,,,14.3,,,,,,,,,,,,,,,Should have been included within plot boundary,,,,,,,,,,,,,
11,New,,Bl,2,,,,,,,10.9,,,,,10.9,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
11,New,,Bl,2,,,,,,,14.8,,,,,14.8,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
11,New,,Bl,2,,,,,,,17.7,,,,,17.7,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
11,,335,Bl,,,,,,,,,,,,,,22.1,,,,,,,,,,16.5,,,,,ADDED 2019,,,,,,,,,,,,
11,,357,Bl,,,,,,,,,,,,,,29.9,,,,,,,,,,21.5,,,,,ADDED 2019,,,,,,,,,,,,
11,,601,Bl,,,,,,,,,,,,,,8.4,,,,,,,,,,5.7,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,603,Bl,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,604,Sx,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,605,Bl,,,,,,,,,,,,,,8.1,,,,,,,,,,7.2,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,606,Sx,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,607,Bl,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
11,,608,Bl,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
12,24,21,Bl,1,12,13.3,16.5,Y,1.3,19.5,19.5,1,12,13.3,16.5,19.5,20.5,,,,,,,,,13.7,14.4,,,new measure,Live with dead top,,scar (30 cm) @ 1.37m; dead top,,,,,,,,,,,6
12,25,22,Bl,1,10.2,10.9,13.1,Y,1.3,19.8,19.8,1,10.2,10.9,13.1,19.8,23.9,,,,,,,10.3,10.8,7,15.4,,,broken top,Live with good top,,,,,,,3,,,,,,6
12,28,48,Bl,2,8.8,9.8,11,N,,,,,,,,16,21.1,,,,,,,,,--,15,AB,AB,,Missing,Missing (2009) but found 2019,,2009 DBH estimated from 1997 and 2019 data,,,, ,,,, ,,5
12,30,31,Sx,2,22.2,22.1,22.4,Y,1.2,25.5,25.7,1.007843137,22.37411765,22.27333333,22.57568627,25.7,30.2,,,,,,,20.3,19.9,19.9,18.3,,,,Live,,broken top,,,,,,,,,,,4
12,33,23,Bl,2,17.5,18.1,19.4,Y,1.38,23.6,24.2,1.025423729,17.94491525,18.56016949,19.89322034,24.2,27.6,,,,,,,,,--,20.2,LS; LG,,catface beloe 1.3m,Live,,,,,,1, ,,,,3,,6
12,34,42,Bl,2,17.2,17.5,18.7,Y,1.3,21.9,21.9,1,17.2,17.5,18.7,21.9,24.1,,,,,,,,,--,17.4,,LS,,Live,,,,,,,3, ,,,,,4
12,37,43,Bl,2,24.7,24.9,27,Y,1.52,29.4,29.8,1.013605442,25.03605442,25.23877551,27.36734694,29.8,32.3,,,,,,,24.4,24.9,18.7,22.1,LS; LAB,,Broken top,Live with good top,,,,,,,,,,,,,6
12,41,54,Bl,2,,7.1,9.2,Y,1.4,16.9,16.3,0.964497041,,,8.873372781,16.3,21.6,,,,,,,,,--,16.9,LAB,LAB,,Live,,,,,,,,,,,,,7
12,533,46,Sx,3,24.9,25.8,27.5,Y,1.24,33.3,32.7,0.981981982,24.45135135,25.33513514,27.0045045,32.7,36.4,,,,,,,23,22.6,22.1,22.8,Natural,,,Live,,,,,,,,,,,,,6
12,537,47,Bl,3,9.7,10.1,11.2,Y,1.1,14.9,15.1,1.013422819,9.830201342,10.23557047,11.35033557,15.1,18,,,,,,,,,--,--,,LAB,,Live,,,,,,,,,,,,,6
12,540,55,Bl,3,9.5,9.5,10.2,Y,1.22,14.9,14.5,0.973154362,9.244966443,9.244966443,9.926174497,14.5,18.9,,,,,,,,,--,--,Spike1,,,Live,,,,,,,2,,,,,,5
12,541,--,Bl,3,20.3,20.5,21.1,Y,1.3,24.3,24.3,1,20.3,20.5,21.1,24.3,25.7,,,,,,,,,--,18.5,LS; LG,LAB,,Live,,,,,,,,,,,,,7
12,542,56,Sx,3,38.4,38.9,41.6,Y,1.4,45.5,45.8,1.006593407,38.65318681,39.15648352,41.87428571,45.8,48.4,,,,,,,26.8,27,27.2,27.8,,,,Live,,,,,,,,,,,,,6
12,545,57,Bl,3,12.2,12.7,13,Y,1.3,16,16,1,12.2,12.7,13,16,17.2,,,,,,,,,--,--,LS,,,Live,,,,,,,,,,,,,7
12,546,49,Fd,3,58.1,58.5,59.6,Y,1.3,64,64,1,58.1,58.5,59.6,64,67.1,,,,,,,35.1,36.4,--,36.1,LAB,,,Live,,,,,,,,,,,,,5
12,547,--,Bl,4,5.6,5.8,6.5,Y,1.16,9.7,9.5,0.979381443,,,,9.5,11.4,,,,,,,,,--,--,,,,Live,,,,,,,3,,,,,,4
12,549,50,Bl,4,10.6,11.6,12.9,Y,1.3,18,18,1,10.6,11.6,12.9,18,20.2,,,,,,,,,--,15,,,,Live,,,,,,,,,,,,,7
12,550,848,Bl,4,4.9,5.1,5.4,Y,1.3,7.1,7.1,1,4.9,5.1,5.4,7.1,8.8,,,,,,,,,--,--,Natural; LAB,LAB,,Live,,,,,,3,3,,,,,,3
12,553,58,Bl,4,18.8,20,21.3,Y,1.3,25.6,24.8,0.96875,18.2125,19.375,20.634375,24.8,26.7,,,,,,,,,--,19.6,LAB,LAB,,Live,,,,,,,,,,,,,6
12,556,51,Bl,4,6.9,7,7.5,Y,1.3,10.5,10.5,1,6.9,7,7.5,10.5,14.1,,,,,,,,,--,10.7,,,,Live,,,,,,,,,,,3,,6
12,558,--,Bl,4,28.6,29,29.6,Y,1.3,31.8,31.8,1,28.6,29,29.6,31.8,33.5,,,,,,,25.6,24.1,--,24.4,,,,Live,,,,,,,2,,,,,,6
12,559,52,Sx,4,21.7,21.7,21.8,Y,1.42,26,25.6,0.984615385,21.36615385,21.36615385,21.46461538,25.6,28.2,,,,,,,18.7,17.1,--,19.1,,LS,canker midbole,Live,,,,,,,3,,,,,,5
12,561,53,Bl,4,4.5,5,6.1,Y,1.3,11.3,11.3,1,,,,11.3,16.9,,,,,,,,,--,--,LAB,,,Live,,,,,,2,,,,,,,4
12,64,45,Bl,2,,,4.4,Y,1.41,9,8.5,0.944444444,,,,8.5,11.7,,,,,,,,,--,10.1,,,,Live,,,,,,,,,,,,,
